surface,tourney_level,player_hand,player_ht,player_age,opponent_hand,opponent_ht,opponent_age,best_of,player_ace,player_df,player_svpt,player_1stIn,player_1stWon,player_2ndWon,player_SvGms,player_bpSaved,player_bpFaced,opponent_ace,opponent_df,opponent_svpt,opponent_1stIn,opponent_1stWon,opponent_2ndWon,opponent_SvGms,opponent_bpSaved,opponent_bpFaced,player_rank,opponent_rank,result
Hard,A,R,188.0,35.8,L,188.0,22.6,3,5.0,1.0,68.0,39.0,23.0,16.0,9.0,5.0,7.0,7.0,2.0,50.0,32.0,28.0,12.0,10.0,0.0,0.0,66.0,31.0,False
Hard,A,R,183.0,21.7,R,196.0,25.6,3,1.0,3.0,74.0,48.0,29.0,12.0,12.0,4.0,8.0,13.0,2.0,66.0,45.0,39.0,8.0,12.0,2.0,3.0,52.0,138.0,False
Hard,A,R,188.0,21.9,R,188.0,33.2,3,2.0,1.0,52.0,35.0,20.0,5.0,8.0,0.0,4.0,2.0,0.0,57.0,40.0,28.0,11.0,8.0,3.0,3.0,87.0,287.0,False
Hard,A,R,178.0,25.8,R,198.0,24.7,3,5.0,1.0,81.0,55.0,34.0,11.0,11.0,3.0,6.0,6.0,0.0,86.0,57.0,42.0,12.0,11.0,5.0,7.0,120.0,21.0,False
Hard,A,L,173.0,20.4,R,188.0,19.5,3,2.0,2.0,46.0,27.0,15.0,8.0,8.0,5.0,9.0,5.0,1.0,51.0,27.0,24.0,12.0,9.0,4.0,5.0,166.0,34.0,False
Hard,A,R,196.0,28.3,R,198.0,25.0,3,1.0,0.0,54.0,33.0,20.0,11.0,9.0,2.0,5.0,6.0,3.0,52.0,29.0,24.0,15.0,9.0,1.0,1.0,76.0,3.0,False
Hard,A,R,193.0,22.5,R,188.0,29.9,3,2.0,2.0,92.0,59.0,38.0,21.0,15.0,3.0,8.0,8.0,3.0,84.0,47.0,37.0,23.0,15.0,0.0,2.0,5.0,93.0,False
Hard,A,R,196.0,25.6,L,188.0,22.6,3,21.0,1.0,124.0,79.0,61.0,19.0,17.0,10.0,12.0,11.0,1.0,94.0,59.0,49.0,20.0,17.0,0.0,2.0,138.0,31.0,False
Hard,A,R,198.0,24.7,R,188.0,33.2,3,4.0,1.0,79.0,49.0,36.0,13.0,14.0,4.0,8.0,5.0,1.0,85.0,53.0,39.0,19.0,14.0,2.0,4.0,21.0,287.0,False
Hard,A,R,188.0,19.5,R,198.0,25.0,3,2.0,0.0,56.0,34.0,20.0,12.0,9.0,2.0,5.0,7.0,3.0,50.0,35.0,28.0,9.0,9.0,1.0,1.0,34.0,3.0,False
Hard,A,L,188.0,22.6,R,188.0,29.9,3,1.0,4.0,57.0,39.0,24.0,8.0,8.0,6.0,9.0,9.0,1.0,42.0,29.0,25.0,11.0,9.0,0.0,0.0,31.0,93.0,False
Hard,A,R,188.0,33.2,R,198.0,25.0,3,4.0,4.0,53.0,35.0,23.0,4.0,7.0,4.0,7.0,6.0,1.0,36.0,28.0,22.0,6.0,6.0,3.0,3.0,287.0,3.0,False
Hard,A,R,188.0,29.9,R,198.0,25.0,3,10.0,3.0,98.0,64.0,46.0,18.0,16.0,3.0,6.0,13.0,2.0,98.0,65.0,54.0,15.0,16.0,4.0,5.0,93.0,3.0,False
Hard,A,L,188.0,33.0,L,183.0,26.5,3,3.0,3.0,69.0,42.0,25.0,12.0,11.0,2.0,6.0,2.0,1.0,67.0,38.0,28.0,16.0,10.0,8.0,9.0,281.0,84.0,False
Hard,A,R,180.0,23.0,R,196.0,20.5,3,4.0,4.0,50.0,29.0,22.0,11.0,10.0,1.0,4.0,8.0,1.0,88.0,53.0,36.0,18.0,10.0,5.0,6.0,95.0,119.0,False
Hard,A,R,183.0,27.3,R,185.0,23.6,3,2.0,4.0,51.0,27.0,16.0,10.0,8.0,2.0,6.0,5.0,0.0,59.0,38.0,26.0,13.0,9.0,2.0,3.0,268.0,52.0,False
Hard,A,R,178.0,25.5,L,188.0,25.3,3,2.0,2.0,47.0,28.0,13.0,7.0,7.0,4.0,8.0,3.0,2.0,48.0,31.0,26.0,10.0,8.0,3.0,3.0,299.0,74.0,False
Hard,A,U,190.0,29.8,R,183.0,27.4,3,2.0,2.0,49.0,32.0,17.0,7.0,8.0,2.0,6.0,0.0,0.0,51.0,25.0,22.0,15.0,8.0,2.0,2.0,304.0,274.0,False
Hard,A,L,183.0,31.4,R,188.0,22.9,3,4.0,6.0,73.0,43.0,28.0,11.0,10.0,4.0,8.0,2.0,1.0,51.0,26.0,20.0,16.0,9.0,1.0,2.0,327.0,62.0,False
Hard,A,R,180.0,34.9,R,208.0,41.8,3,0.0,5.0,100.0,63.0,41.0,21.0,15.0,5.0,8.0,27.0,9.0,101.0,63.0,51.0,15.0,16.0,2.0,4.0,59.0,148.0,False
Hard,A,R,175.0,24.8,L,193.0,28.8,3,5.0,6.0,66.0,35.0,24.0,11.0,11.0,2.0,7.0,7.0,2.0,58.0,32.0,24.0,12.0,10.0,1.0,4.0,251.0,293.0,False
Hard,A,R,180.0,31.2,R,191.0,24.5,3,2.0,2.0,64.0,36.0,24.0,12.0,10.0,4.0,7.0,3.0,2.0,64.0,39.0,30.0,13.0,10.0,5.0,6.0,100.0,115.0,False
Hard,A,R,178.0,25.7,R,198.0,33.2,3,4.0,2.0,52.0,32.0,19.0,12.0,9.0,3.0,6.0,13.0,2.0,66.0,36.0,30.0,14.0,10.0,6.0,7.0,194.0,56.0,False
Hard,A,R,183.0,28.6,R,185.0,26.0,3,4.0,4.0,84.0,44.0,34.0,17.0,13.0,3.0,6.0,9.0,3.0,93.0,66.0,51.0,12.0,13.0,12.0,13.0,481.0,101.0,False
Hard,A,R,196.0,21.4,R,178.0,26.6,3,4.0,3.0,69.0,44.0,25.0,10.0,9.0,9.0,13.0,10.0,4.0,51.0,34.0,29.0,7.0,9.0,2.0,3.0,256.0,789.0,False
Hard,A,L,183.0,26.5,R,206.0,35.6,3,4.0,2.0,75.0,51.0,40.0,13.0,11.0,3.0,4.0,22.0,1.0,66.0,48.0,41.0,9.0,11.0,0.0,0.0,84.0,25.0,False
Hard,A,R,185.0,23.6,R,196.0,20.5,3,2.0,4.0,83.0,55.0,34.0,12.0,14.0,1.0,6.0,3.0,2.0,87.0,58.0,36.0,18.0,13.0,9.0,11.0,52.0,119.0,False
Hard,A,L,183.0,32.5,L,188.0,25.3,3,1.0,3.0,62.0,31.0,17.0,14.0,10.0,3.0,8.0,5.0,5.0,59.0,33.0,25.0,12.0,10.0,2.0,4.0,34.0,74.0,False
Hard,A,R,183.0,27.4,R,188.0,22.9,3,3.0,2.0,81.0,47.0,33.0,15.0,13.0,2.0,6.0,6.0,7.0,85.0,48.0,40.0,16.0,13.0,5.0,7.0,274.0,62.0,False
Hard,A,R,208.0,41.8,L,193.0,28.8,3,7.0,4.0,46.0,31.0,24.0,5.0,9.0,2.0,5.0,4.0,0.0,41.0,31.0,28.0,8.0,9.0,0.0,0.0,148.0,293.0,False
Hard,A,R,191.0,24.5,R,196.0,23.8,3,4.0,1.0,51.0,31.0,19.0,6.0,8.0,3.0,7.0,5.0,0.0,43.0,26.0,21.0,13.0,8.0,1.0,1.0,115.0,35.0,False
Hard,A,R,198.0,33.2,R,185.0,26.0,3,10.0,4.0,65.0,34.0,26.0,10.0,9.0,1.0,4.0,4.0,8.0,86.0,54.0,42.0,14.0,10.0,7.0,8.0,56.0,101.0,False
Hard,A,R,185.0,24.5,R,178.0,26.6,3,3.0,3.0,71.0,44.0,26.0,11.0,10.0,7.0,11.0,4.0,2.0,63.0,42.0,29.0,13.0,10.0,4.0,6.0,22.0,789.0,False
Hard,A,R,206.0,35.6,R,196.0,20.5,3,13.0,1.0,83.0,60.0,39.0,12.0,14.0,4.0,7.0,5.0,4.0,81.0,49.0,40.0,19.0,14.0,5.0,6.0,25.0,119.0,False
Hard,A,R,188.0,22.9,L,188.0,25.3,3,6.0,1.0,96.0,58.0,38.0,16.0,13.0,12.0,17.0,7.0,4.0,78.0,49.0,37.0,12.0,12.0,9.0,11.0,62.0,74.0,False
Hard,A,L,193.0,28.8,R,196.0,23.8,3,2.0,1.0,68.0,43.0,28.0,10.0,10.0,7.0,10.0,2.0,1.0,54.0,39.0,29.0,8.0,10.0,2.0,3.0,293.0,35.0,False
Hard,A,R,185.0,26.0,R,178.0,26.6,3,5.0,6.0,83.0,45.0,34.0,18.0,11.0,9.0,11.0,2.0,4.0,69.0,47.0,39.0,12.0,11.0,3.0,4.0,101.0,789.0,False
Hard,A,L,188.0,25.3,R,196.0,20.5,3,3.0,5.0,56.0,35.0,25.0,7.0,10.0,2.0,6.0,6.0,4.0,60.0,36.0,29.0,11.0,11.0,0.0,2.0,74.0,119.0,False
Hard,A,R,178.0,26.6,R,196.0,23.8,3,5.0,4.0,70.0,46.0,29.0,13.0,11.0,3.0,5.0,7.0,1.0,70.0,44.0,30.0,15.0,11.0,2.0,3.0,789.0,35.0,False
Hard,A,R,196.0,20.5,R,196.0,23.8,3,1.0,5.0,55.0,33.0,20.0,9.0,9.0,1.0,5.0,4.0,0.0,50.0,38.0,27.0,7.0,9.0,0.0,1.0,119.0,35.0,False
Grass,A,R,193.0,29.5,R,196.0,25.8,3,6.0,3.0,53.0,32.0,23.0,10.0,10.0,2.0,5.0,10.0,4.0,65.0,41.0,34.0,11.0,11.0,1.0,2.0,99.0,119.0,False
Grass,A,R,183.0,36.4,R,185.0,29.3,3,4.0,5.0,83.0,56.0,38.0,13.0,13.0,5.0,8.0,2.0,2.0,93.0,58.0,40.0,18.0,13.0,7.0,8.0,71.0,30.0,False
Grass,A,L,185.0,31.0,R,185.0,33.6,3,8.0,2.0,106.0,69.0,47.0,17.0,15.0,8.0,12.0,4.0,3.0,99.0,59.0,42.0,28.0,16.0,3.0,4.0,62.0,214.0,False
Grass,A,R,193.0,34.7,R,193.0,24.3,3,1.0,2.0,61.0,43.0,30.0,8.0,10.0,1.0,3.0,6.0,2.0,54.0,33.0,29.0,13.0,10.0,0.0,0.0,16.0,51.0,False
Grass,A,R,198.0,25.0,R,188.0,23.6,3,8.0,2.0,67.0,51.0,36.0,6.0,10.0,2.0,3.0,8.0,2.0,62.0,40.0,33.0,14.0,11.0,0.0,0.0,27.0,7.0,False
Grass,A,R,191.0,22.7,R,183.0,27.1,3,8.0,2.0,84.0,58.0,36.0,12.0,10.0,10.0,12.0,2.0,1.0,53.0,28.0,25.0,19.0,10.0,0.0,0.0,166.0,81.0,False
Grass,A,L,191.0,22.0,R,178.0,37.6,3,8.0,3.0,63.0,43.0,28.0,9.0,10.0,3.0,6.0,6.0,0.0,44.0,25.0,22.0,14.0,9.0,0.0,0.0,135.0,128.0,False
Grass,A,R,180.0,30.5,L,178.0,22.1,3,4.0,3.0,73.0,50.0,38.0,7.0,10.0,8.0,10.0,1.0,2.0,51.0,32.0,21.0,7.0,9.0,2.0,5.0,13.0,94.0,False
Grass,A,R,183.0,33.1,R,196.0,20.9,3,1.0,3.0,64.0,43.0,30.0,8.0,10.0,3.0,6.0,13.0,3.0,84.0,57.0,41.0,13.0,11.0,7.0,9.0,10.0,52.0,False
Grass,A,R,175.0,30.9,R,178.0,31.4,3,4.0,1.0,65.0,38.0,24.0,17.0,13.0,1.0,5.0,4.0,4.0,77.0,53.0,36.0,13.0,12.0,3.0,5.0,84.0,57.0,False
Grass,A,R,198.0,33.6,L,188.0,22.9,3,14.0,4.0,123.0,74.0,55.0,25.0,17.0,9.0,11.0,12.0,8.0,110.0,72.0,55.0,19.0,17.0,4.0,7.0,63.0,31.0,False
Grass,A,L,180.0,27.1,R,198.0,24.1,3,4.0,5.0,96.0,58.0,39.0,20.0,14.0,5.0,8.0,8.0,4.0,67.0,46.0,41.0,10.0,14.0,0.0,2.0,53.0,6.0,False
Grass,A,R,193.0,27.3,R,185.0,39.8,3,8.0,0.0,70.0,43.0,31.0,20.0,12.0,3.0,4.0,4.0,1.0,76.0,57.0,44.0,10.0,12.0,2.0,2.0,90.0,8.0,False
Grass,A,R,196.0,24.3,R,193.0,20.8,3,4.0,1.0,53.0,35.0,23.0,10.0,10.0,0.0,2.0,9.0,1.0,63.0,44.0,36.0,10.0,11.0,2.0,2.0,17.0,21.0,False
Grass,A,R,193.0,30.9,R,180.0,27.8,3,10.0,1.0,78.0,51.0,43.0,12.0,12.0,2.0,2.0,4.0,2.0,94.0,56.0,50.0,15.0,12.0,3.0,3.0,66.0,75.0,False
Grass,A,R,198.0,25.3,R,193.0,31.1,3,7.0,5.0,64.0,40.0,30.0,10.0,10.0,1.0,4.0,9.0,4.0,87.0,52.0,39.0,14.0,11.0,4.0,6.0,2.0,45.0,False
Grass,A,R,196.0,25.8,R,185.0,29.3,3,12.0,2.0,64.0,42.0,28.0,7.0,10.0,6.0,10.0,1.0,2.0,61.0,32.0,24.0,18.0,10.0,5.0,6.0,119.0,30.0,False
Grass,A,R,185.0,33.6,R,193.0,24.3,3,4.0,0.0,72.0,47.0,34.0,14.0,11.0,2.0,4.0,11.0,4.0,64.0,34.0,30.0,18.0,10.0,1.0,1.0,214.0,51.0,False
Grass,A,R,183.0,27.1,R,188.0,23.6,3,6.0,2.0,68.0,36.0,25.0,16.0,10.0,3.0,6.0,4.0,0.0,59.0,38.0,27.0,14.0,10.0,1.0,2.0,81.0,7.0,False
Grass,A,L,178.0,22.1,R,178.0,37.6,3,3.0,2.0,68.0,40.0,31.0,16.0,11.0,0.0,1.0,3.0,0.0,71.0,43.0,34.0,19.0,11.0,3.0,3.0,94.0,128.0,False
Grass,A,R,178.0,31.4,R,196.0,20.9,3,3.0,0.0,112.0,79.0,50.0,18.0,14.0,9.0,11.0,8.0,4.0,110.0,71.0,49.0,20.0,15.0,6.0,8.0,57.0,52.0,False
Grass,A,R,198.0,24.1,L,188.0,22.9,3,20.0,0.0,88.0,65.0,48.0,15.0,15.0,0.0,1.0,10.0,1.0,85.0,68.0,52.0,11.0,15.0,1.0,2.0,6.0,31.0,False
Grass,A,R,185.0,39.8,R,193.0,20.8,3,5.0,1.0,91.0,61.0,38.0,16.0,13.0,12.0,15.0,13.0,2.0,69.0,48.0,42.0,13.0,14.0,0.0,1.0,8.0,21.0,False
Grass,A,R,193.0,31.1,R,180.0,27.8,3,16.0,2.0,83.0,56.0,46.0,13.0,15.0,3.0,5.0,11.0,1.0,90.0,57.0,47.0,23.0,16.0,4.0,4.0,45.0,75.0,False
Grass,A,R,193.0,24.3,R,185.0,29.3,3,14.0,1.0,84.0,57.0,42.0,14.0,11.0,5.0,7.0,3.0,1.0,76.0,47.0,37.0,16.0,11.0,3.0,4.0,51.0,30.0,False
Grass,A,R,178.0,37.6,R,188.0,23.6,3,7.0,2.0,65.0,45.0,33.0,9.0,10.0,1.0,3.0,9.0,0.0,57.0,33.0,27.0,17.0,10.0,0.0,0.0,128.0,7.0,False
Grass,A,R,196.0,20.9,L,188.0,22.9,3,6.0,2.0,106.0,73.0,50.0,14.0,15.0,4.0,8.0,7.0,3.0,111.0,76.0,56.0,19.0,15.0,7.0,8.0,52.0,31.0,False
Grass,A,R,180.0,27.8,R,193.0,20.8,3,1.0,0.0,47.0,29.0,16.0,9.0,8.0,0.0,3.0,14.0,2.0,43.0,30.0,28.0,9.0,9.0,1.0,1.0,75.0,21.0,False
Grass,A,R,185.0,29.3,R,188.0,23.6,3,8.0,3.0,85.0,42.0,32.0,17.0,12.0,5.0,8.0,6.0,0.0,78.0,37.0,27.0,27.0,13.0,1.0,2.0,30.0,7.0,False
Grass,A,R,193.0,20.8,L,188.0,22.9,3,14.0,4.0,99.0,65.0,51.0,17.0,16.0,5.0,8.0,8.0,1.0,104.0,68.0,52.0,15.0,15.0,8.0,11.0,21.0,31.0,False
Grass,A,R,188.0,23.6,L,188.0,22.9,3,7.0,0.0,56.0,33.0,28.0,13.0,10.0,0.0,1.0,9.0,1.0,74.0,54.0,45.0,11.0,11.0,2.0,2.0,7.0,31.0,False
Clay,A,R,185.0,31.9,R,178.0,23.5,3,0.0,4.0,47.0,20.0,13.0,4.0,7.0,3.0,9.0,1.0,1.0,44.0,34.0,21.0,7.0,7.0,1.0,2.0,100.0,150.0,False
Clay,A,R,185.0,19.8,L,180.0,26.8,3,4.0,2.0,74.0,46.0,31.0,18.0,13.0,3.0,5.0,2.0,2.0,79.0,48.0,38.0,18.0,14.0,4.0,6.0,386.0,71.0,False
Clay,A,R,185.0,17.8,L,188.0,33.1,3,4.0,2.0,79.0,59.0,36.0,8.0,13.0,6.0,11.0,4.0,0.0,76.0,51.0,36.0,10.0,14.0,2.0,7.0,406.0,46.0,False
Clay,A,R,180.0,28.9,R,185.0,22.5,3,2.0,3.0,84.0,45.0,24.0,20.0,11.0,7.0,11.0,4.0,2.0,76.0,54.0,38.0,9.0,11.0,3.0,5.0,85.0,137.0,False
Clay,A,R,185.0,28.2,R,185.0,26.2,3,1.0,0.0,67.0,46.0,29.0,11.0,11.0,3.0,6.0,5.0,1.0,75.0,43.0,32.0,16.0,11.0,7.0,9.0,79.0,101.0,False
Clay,A,R,180.0,27.5,R,180.0,35.1,3,0.0,2.0,57.0,41.0,18.0,6.0,7.0,6.0,11.0,2.0,1.0,74.0,48.0,29.0,15.0,8.0,9.0,10.0,90.0,57.0,False
Clay,A,R,185.0,28.4,R,188.0,25.7,3,3.0,3.0,87.0,47.0,31.0,16.0,14.0,2.0,7.0,1.0,3.0,89.0,61.0,40.0,19.0,15.0,3.0,5.0,89.0,60.0,False
Clay,A,L,183.0,19.2,L,190.0,30.4,3,0.0,2.0,72.0,61.0,32.0,5.0,11.0,2.0,7.0,2.0,3.0,70.0,39.0,24.0,18.0,11.0,0.0,4.0,181.0,86.0,False
Clay,A,R,183.0,27.9,L,183.0,26.7,3,3.0,2.0,63.0,33.0,22.0,10.0,9.0,4.0,9.0,2.0,1.0,49.0,30.0,27.0,7.0,8.0,2.0,3.0,97.0,74.0,False
Clay,A,L,183.0,31.0,R,188.0,23.1,3,2.0,1.0,57.0,34.0,19.0,10.0,8.0,10.0,14.0,7.0,0.0,44.0,26.0,21.0,12.0,8.0,0.0,0.0,115.0,62.0,False
Clay,A,L,183.0,20.2,R,183.0,23.8,3,0.0,7.0,67.0,30.0,18.0,18.0,10.0,1.0,5.0,0.0,3.0,76.0,59.0,37.0,6.0,11.0,4.0,7.0,397.0,106.0,False
Clay,A,R,180.0,31.4,R,193.0,22.9,3,0.0,2.0,53.0,27.0,15.0,15.0,9.0,0.0,3.0,1.0,2.0,66.0,47.0,36.0,7.0,10.0,4.0,5.0,103.0,291.0,False
Clay,A,R,185.0,24.7,R,178.0,23.5,3,1.0,5.0,75.0,53.0,25.0,7.0,10.0,12.0,19.0,0.0,4.0,62.0,44.0,23.0,10.0,9.0,3.0,7.0,22.0,150.0,False
Clay,A,L,180.0,26.8,L,188.0,33.1,3,4.0,4.0,64.0,37.0,21.0,10.0,11.0,2.0,8.0,1.0,3.0,71.0,48.0,32.0,9.0,11.0,9.0,13.0,71.0,46.0,False
Clay,A,R,196.0,31.8,R,185.0,22.5,3,3.0,7.0,89.0,46.0,31.0,16.0,13.0,1.0,6.0,1.0,0.0,79.0,64.0,43.0,9.0,13.0,5.0,7.0,29.0,137.0,False
Clay,A,R,185.0,26.2,R,180.0,35.1,3,10.0,3.0,78.0,48.0,34.0,12.0,11.0,8.0,12.0,3.0,3.0,84.0,58.0,37.0,13.0,11.0,5.0,8.0,101.0,57.0,False
Clay,A,L,190.0,30.4,R,188.0,25.7,3,0.0,1.0,70.0,44.0,26.0,14.0,10.0,7.0,9.0,3.0,3.0,84.0,51.0,38.0,18.0,11.0,10.0,11.0,86.0,60.0,False
Clay,A,L,183.0,26.7,R,183.0,21.5,3,9.0,5.0,92.0,61.0,43.0,15.0,15.0,6.0,10.0,9.0,0.0,84.0,52.0,34.0,20.0,16.0,1.0,4.0,74.0,42.0,False
Clay,A,R,188.0,23.1,R,183.0,23.8,3,4.0,2.0,102.0,61.0,34.0,23.0,11.0,8.0,11.0,0.0,2.0,77.0,64.0,44.0,6.0,11.0,3.0,5.0,62.0,106.0,False
Clay,A,R,193.0,22.9,R,170.0,28.5,3,4.0,3.0,55.0,33.0,16.0,8.0,9.0,0.0,5.0,0.0,4.0,63.0,39.0,24.0,14.0,9.0,6.0,8.0,291.0,9.0,False
Clay,A,R,178.0,23.5,L,188.0,33.1,3,1.0,1.0,88.0,78.0,46.0,5.0,15.0,1.0,5.0,3.0,1.0,83.0,59.0,42.0,15.0,15.0,1.0,3.0,150.0,46.0,False
Clay,A,R,180.0,35.1,R,185.0,22.5,3,1.0,5.0,99.0,64.0,34.0,21.0,12.0,7.0,11.0,5.0,3.0,86.0,53.0,36.0,17.0,12.0,7.0,10.0,57.0,137.0,False
Clay,A,R,188.0,25.7,R,183.0,21.5,3,0.0,2.0,87.0,52.0,30.0,21.0,11.0,6.0,9.0,3.0,0.0,91.0,59.0,39.0,18.0,11.0,7.0,9.0,60.0,42.0,False
Clay,A,R,183.0,23.8,R,170.0,28.5,3,1.0,2.0,76.0,64.0,40.0,3.0,10.0,7.0,10.0,1.0,0.0,57.0,45.0,32.0,11.0,10.0,3.0,3.0,106.0,9.0,False
Clay,A,L,188.0,33.1,R,185.0,22.5,3,1.0,0.0,113.0,78.0,43.0,20.0,15.0,6.0,11.0,2.0,4.0,93.0,69.0,40.0,12.0,14.0,5.0,9.0,46.0,137.0,False
Clay,A,R,183.0,21.5,R,170.0,28.5,3,0.0,2.0,52.0,28.0,14.0,12.0,8.0,8.0,12.0,4.0,1.0,56.0,36.0,28.0,10.0,8.0,1.0,1.0,42.0,9.0,False
Clay,A,R,185.0,22.5,R,170.0,28.5,3,0.0,3.0,60.0,42.0,21.0,5.0,8.0,7.0,13.0,1.0,2.0,49.0,26.0,17.0,13.0,7.0,3.0,4.0,137.0,9.0,False
Hard,A,L,190.0,31.0,R,180.0,35.7,3,1.0,3.0,63.0,39.0,24.0,6.0,10.0,3.0,8.0,2.0,5.0,64.0,45.0,32.0,8.0,10.0,2.0,5.0,41.0,92.0,False
Hard,A,R,183.0,29.7,R,193.0,31.5,3,8.0,2.0,87.0,53.0,39.0,11.0,10.0,9.0,11.0,10.0,2.0,68.0,36.0,29.0,17.0,11.0,0.0,1.0,51.0,53.0,False
Hard,A,L,188.0,21.8,R,183.0,32.3,3,1.0,0.0,42.0,23.0,13.0,4.0,7.0,3.0,8.0,2.0,1.0,40.0,28.0,22.0,8.0,7.0,2.0,2.0,373.0,57.0,False
Hard,A,R,185.0,24.4,R,185.0,24.4,3,0.0,2.0,57.0,35.0,19.0,10.0,8.0,6.0,10.0,8.0,0.0,55.0,33.0,27.0,10.0,9.0,2.0,3.0,58.0,54.0,False
Hard,A,R,188.0,22.5,R,193.0,23.9,3,2.0,0.0,45.0,30.0,16.0,8.0,8.0,2.0,6.0,11.0,0.0,59.0,35.0,29.0,10.0,9.0,5.0,6.0,72.0,28.0,False
Hard,A,L,183.0,33.3,R,198.0,25.4,3,3.0,9.0,84.0,43.0,31.0,14.0,9.0,13.0,16.0,5.0,0.0,43.0,23.0,19.0,17.0,9.0,0.0,0.0,50.0,30.0,False
Hard,A,L,188.0,33.7,R,198.0,33.0,3,1.0,0.0,51.0,30.0,20.0,8.0,8.0,2.0,5.0,10.0,1.0,60.0,28.0,24.0,18.0,9.0,2.0,2.0,43.0,35.0,False
Hard,A,R,196.0,28.9,R,178.0,26.5,3,3.0,6.0,71.0,46.0,30.0,10.0,11.0,7.0,11.0,2.0,0.0,54.0,36.0,28.0,10.0,11.0,0.0,2.0,105.0,56.0,False
Hard,A,U,191.0,24.8,R,196.0,21.3,3,6.0,1.0,83.0,62.0,42.0,12.0,12.0,6.0,7.0,11.0,0.0,69.0,53.0,44.0,10.0,12.0,0.0,0.0,248.0,38.0,False
Hard,A,L,170.0,26.0,R,188.0,26.0,3,0.0,2.0,54.0,34.0,17.0,8.0,8.0,6.0,11.0,5.0,2.0,51.0,35.0,26.0,7.0,8.0,1.0,2.0,82.0,69.0,False
Hard,A,R,188.0,26.3,R,193.0,27.6,3,4.0,5.0,54.0,30.0,21.0,8.0,9.0,2.0,6.0,2.0,1.0,46.0,36.0,29.0,6.0,8.0,4.0,4.0,52.0,46.0,False
Hard,A,R,180.0,35.7,L,185.0,22.5,3,0.0,4.0,70.0,44.0,26.0,11.0,11.0,5.0,9.0,11.0,8.0,73.0,41.0,34.0,13.0,12.0,4.0,6.0,92.0,13.0,False
Hard,A,R,196.0,24.3,R,193.0,31.5,3,15.0,7.0,74.0,47.0,34.0,10.0,10.0,6.0,9.0,7.0,2.0,53.0,32.0,25.0,14.0,9.0,0.0,0.0,34.0,53.0,False
Hard,A,R,185.0,28.1,R,183.0,32.3,3,5.0,5.0,62.0,43.0,29.0,6.0,8.0,7.0,10.0,3.0,0.0,50.0,34.0,28.0,10.0,9.0,4.0,4.0,19.0,57.0,False
Hard,A,R,185.0,24.4,R,193.0,23.9,3,2.0,4.0,62.0,32.0,23.0,17.0,11.0,0.0,2.0,6.0,1.0,72.0,48.0,34.0,13.0,11.0,3.0,4.0,54.0,28.0,False
Hard,A,R,198.0,25.4,R,198.0,33.0,3,8.0,5.0,102.0,71.0,54.0,12.0,16.0,5.0,9.0,15.0,4.0,93.0,58.0,45.0,19.0,16.0,3.0,5.0,30.0,35.0,False
Hard,A,R,178.0,26.5,R,183.0,33.5,3,3.0,0.0,49.0,35.0,21.0,6.0,8.0,4.0,7.0,2.0,1.0,52.0,34.0,27.0,12.0,9.0,1.0,1.0,56.0,20.0,False
Hard,A,R,196.0,21.3,R,188.0,26.0,3,6.0,2.0,67.0,48.0,30.0,9.0,10.0,3.0,6.0,4.0,1.0,56.0,40.0,30.0,12.0,10.0,2.0,2.0,38.0,69.0,False
Hard,A,R,193.0,27.6,R,188.0,24.0,3,4.0,1.0,65.0,42.0,29.0,10.0,10.0,4.0,6.0,10.0,1.0,65.0,37.0,31.0,16.0,10.0,7.0,7.0,46.0,6.0,False
Hard,A,L,185.0,22.5,R,193.0,31.5,3,4.0,4.0,55.0,33.0,19.0,10.0,10.0,4.0,8.0,4.0,4.0,52.0,25.0,22.0,14.0,9.0,4.0,5.0,13.0,53.0,False
Hard,A,R,183.0,32.3,R,193.0,23.9,3,3.0,2.0,52.0,26.0,17.0,12.0,9.0,3.0,7.0,5.0,2.0,48.0,26.0,19.0,14.0,9.0,1.0,2.0,57.0,28.0,False
Hard,A,R,183.0,33.5,R,198.0,33.0,3,2.0,1.0,88.0,44.0,32.0,21.0,14.0,7.0,11.0,19.0,7.0,116.0,58.0,46.0,23.0,14.0,13.0,16.0,20.0,35.0,False
Hard,A,R,188.0,24.0,R,188.0,26.0,3,2.0,4.0,80.0,47.0,29.0,14.0,10.0,5.0,9.0,5.0,2.0,53.0,36.0,26.0,10.0,9.0,5.0,6.0,6.0,69.0,False
Hard,A,R,193.0,31.5,R,193.0,23.9,3,6.0,4.0,94.0,58.0,38.0,15.0,14.0,5.0,10.0,10.0,5.0,81.0,54.0,44.0,13.0,14.0,2.0,4.0,53.0,28.0,False
Hard,A,R,188.0,26.0,R,198.0,33.0,3,2.0,1.0,53.0,39.0,26.0,5.0,9.0,5.0,8.0,9.0,0.0,45.0,31.0,27.0,9.0,9.0,0.0,0.0,69.0,35.0,False
Hard,A,R,193.0,23.9,R,198.0,33.0,3,10.0,5.0,103.0,59.0,38.0,22.0,16.0,2.0,7.0,12.0,7.0,97.0,58.0,45.0,15.0,16.0,7.0,12.0,28.0,35.0,False
Hard,F,R,196.0,24.7,R,188.0,20.2,3,4.0,0.0,47.0,31.0,18.0,5.0,8.0,2.0,6.0,5.0,0.0,69.0,39.0,29.0,15.0,8.0,5.0,5.0,9.0,11.0,False
