surface,tourney_level,player_hand,player_ht,player_age,opponent_hand,opponent_ht,opponent_age,best_of,player_ace,player_df,player_svpt,player_1stIn,player_1stWon,player_2ndWon,player_SvGms,player_bpSaved,player_bpFaced,opponent_ace,opponent_df,opponent_svpt,opponent_1stIn,opponent_1stWon,opponent_2ndWon,opponent_SvGms,opponent_bpSaved,opponent_bpFaced,player_rank,opponent_rank,result
Hard,A,R,175.0,30.4,R,188.0,29.4,3,7.0,3.0,107.0,56.0,43.0,26.0,16.0,3.0,6.0,4.0,3.0,115.0,81.0,52.0,16.0,15.0,6.0,9.0,33.0,20.0,True
Hard,A,R,203.0,34.4,R,198.0,24.7,3,9.0,0.0,62.0,41.0,34.0,14.0,11.0,1.0,1.0,10.0,4.0,72.0,39.0,32.0,17.0,11.0,6.0,7.0,111.0,6.0,True
Hard,A,R,188.0,23.0,R,185.0,27.1,3,11.0,2.0,63.0,39.0,35.0,14.0,10.0,2.0,2.0,10.0,4.0,76.0,33.0,27.0,21.0,10.0,4.0,6.0,8.0,3.0,True
Hard,A,R,188.0,33.4,R,188.0,23.9,3,4.0,1.0,72.0,50.0,40.0,13.0,10.0,3.0,3.0,9.0,1.0,81.0,50.0,36.0,18.0,11.0,4.0,6.0,1.0,24.0,True
Hard,A,R,191.0,25.4,R,196.0,23.7,3,5.0,4.0,73.0,43.0,37.0,19.0,12.0,2.0,3.0,7.0,3.0,83.0,48.0,38.0,16.0,12.0,3.0,4.0,42.0,31.0,True
Hard,A,R,188.0,29.4,R,193.0,22.2,3,5.0,5.0,93.0,63.0,48.0,18.0,15.0,2.0,2.0,15.0,3.0,102.0,62.0,46.0,20.0,16.0,6.0,9.0,20.0,5.0,True
Hard,A,R,175.0,30.4,L,191.0,21.4,3,4.0,1.0,70.0,42.0,32.0,12.0,11.0,3.0,5.0,5.0,5.0,72.0,41.0,24.0,14.0,10.0,5.0,9.0,33.0,153.0,True
Hard,A,R,203.0,34.4,R,188.0,29.2,3,14.0,3.0,57.0,31.0,28.0,14.0,10.0,2.0,3.0,1.0,2.0,59.0,35.0,20.0,11.0,9.0,4.0,8.0,111.0,15.0,True
Hard,A,R,198.0,24.7,R,193.0,30.3,3,17.0,4.0,82.0,51.0,41.0,18.0,14.0,5.0,6.0,14.0,2.0,89.0,52.0,40.0,14.0,13.0,6.0,9.0,6.0,81.0,True
Hard,A,R,188.0,23.0,R,188.0,19.1,3,2.0,0.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,8.0,5.0,1.0,2.0,0.0,1.0,8.0,43.0,True
Hard,A,R,185.0,27.1,R,185.0,24.4,3,8.0,1.0,46.0,30.0,25.0,11.0,9.0,0.0,0.0,3.0,3.0,47.0,24.0,18.0,9.0,8.0,4.0,7.0,3.0,22.0,True
Hard,A,R,188.0,33.4,R,185.0,28.6,3,8.0,5.0,78.0,50.0,38.0,10.0,10.0,3.0,5.0,4.0,2.0,95.0,55.0,33.0,17.0,11.0,7.0,11.0,1.0,30.0,True
Hard,A,R,188.0,23.9,R,193.0,22.9,3,8.0,2.0,62.0,41.0,30.0,15.0,10.0,3.0,3.0,12.0,0.0,67.0,40.0,30.0,13.0,10.0,1.0,3.0,24.0,29.0,True
Hard,A,R,196.0,23.7,R,180.0,32.0,3,5.0,6.0,61.0,34.0,30.0,11.0,11.0,0.0,2.0,1.0,4.0,62.0,34.0,22.0,14.0,10.0,4.0,8.0,31.0,88.0,True
Hard,A,R,191.0,25.4,R,180.0,30.3,3,9.0,0.0,57.0,33.0,27.0,17.0,10.0,4.0,4.0,0.0,1.0,57.0,41.0,32.0,5.0,9.0,2.0,4.0,42.0,26.0,True
Hard,A,R,193.0,22.2,R,193.0,30.5,3,12.0,2.0,90.0,67.0,55.0,15.0,16.0,3.0,3.0,10.0,2.0,87.0,53.0,42.0,21.0,15.0,3.0,5.0,5.0,34.0,True
Hard,A,R,188.0,29.4,R,198.0,24.4,3,5.0,1.0,59.0,38.0,31.0,12.0,11.0,1.0,3.0,3.0,4.0,58.0,38.0,26.0,9.0,10.0,1.0,4.0,20.0,18.0,True
Hard,A,R,175.0,30.4,R,181.0,31.2,3,4.0,2.0,54.0,30.0,25.0,15.0,9.0,3.0,3.0,5.0,3.0,52.0,26.0,21.0,15.0,9.0,0.0,1.0,33.0,53.0,True
Hard,A,L,191.0,21.4,L,185.0,21.5,3,5.0,2.0,58.0,33.0,25.0,17.0,11.0,1.0,2.0,5.0,10.0,64.0,40.0,29.0,9.0,11.0,1.0,4.0,153.0,12.0,True
Hard,A,R,188.0,29.2,R,193.0,34.1,3,1.0,1.0,21.0,15.0,13.0,3.0,4.0,0.0,0.0,1.0,7.0,28.0,15.0,7.0,4.0,5.0,1.0,5.0,15.0,11.0,True
Hard,A,R,203.0,34.4,R,183.0,27.1,3,18.0,7.0,103.0,63.0,53.0,20.0,17.0,0.0,1.0,2.0,3.0,118.0,77.0,54.0,24.0,17.0,7.0,9.0,111.0,92.0,True
Hard,A,R,193.0,30.3,R,193.0,20.2,3,8.0,3.0,69.0,35.0,29.0,18.0,12.0,2.0,3.0,6.0,3.0,72.0,53.0,37.0,8.0,12.0,5.0,8.0,81.0,21.0,True
Hard,A,R,198.0,24.7,R,178.0,31.3,3,4.0,4.0,51.0,26.0,20.0,17.0,8.0,5.0,5.0,2.0,1.0,58.0,41.0,24.0,4.0,8.0,6.0,10.0,6.0,127.0,True
Hard,A,R,188.0,23.0,R,193.0,30.2,3,11.0,0.0,47.0,32.0,26.0,11.0,9.0,0.0,0.0,5.0,1.0,50.0,31.0,20.0,8.0,8.0,1.0,4.0,8.0,104.0,True
Hard,A,R,188.0,19.1,R,183.0,21.8,3,6.0,5.0,73.0,41.0,31.0,20.0,11.0,1.0,2.0,4.0,4.0,75.0,49.0,32.0,12.0,10.0,5.0,7.0,43.0,27.0,True
Hard,A,R,185.0,24.4,R,183.0,35.5,3,6.0,1.0,105.0,66.0,49.0,25.0,16.0,5.0,5.0,9.0,4.0,95.0,51.0,43.0,23.0,15.0,3.0,5.0,22.0,19.0,True
Hard,A,R,185.0,27.1,R,183.0,23.2,3,2.0,3.0,64.0,41.0,28.0,10.0,11.0,2.0,6.0,3.0,4.0,80.0,57.0,32.0,8.0,11.0,3.0,9.0,3.0,529.0,True
Hard,M,R,198.0,24.7,R,198.0,23.5,3,14.0,2.0,83.0,48.0,38.0,21.0,14.0,6.0,7.0,11.0,3.0,102.0,76.0,51.0,9.0,15.0,6.0,10.0,5.0,7.0,True
Hard,M,R,198.0,23.5,L,185.0,34.4,3,13.0,1.0,60.0,43.0,34.0,9.0,11.0,2.0,3.0,5.0,0.0,68.0,46.0,29.0,12.0,11.0,5.0,8.0,7.0,2.0,True
Hard,M,R,198.0,24.7,R,196.0,29.8,3,7.0,3.0,70.0,51.0,41.0,10.0,11.0,6.0,7.0,12.0,1.0,68.0,47.0,38.0,6.0,11.0,1.0,3.0,5.0,17.0,True
Hard,M,L,185.0,34.4,R,188.0,29.3,3,7.0,2.0,84.0,52.0,42.0,20.0,15.0,4.0,5.0,4.0,0.0,92.0,68.0,46.0,11.0,14.0,4.0,7.0,2.0,15.0,True
Hard,M,R,198.0,23.5,R,183.0,35.6,3,8.0,2.0,62.0,46.0,37.0,6.0,10.0,2.0,4.0,2.0,1.0,65.0,36.0,23.0,14.0,11.0,0.0,4.0,7.0,20.0,True
Hard,M,R,198.0,24.7,R,170.0,28.2,3,8.0,2.0,37.0,28.0,27.0,5.0,8.0,0.0,0.0,0.0,0.0,52.0,35.0,18.0,8.0,8.0,2.0,6.0,5.0,9.0,True
Hard,M,R,196.0,29.8,L,188.0,22.3,3,25.0,4.0,87.0,63.0,50.0,15.0,15.0,5.0,6.0,9.0,1.0,101.0,71.0,51.0,19.0,15.0,9.0,10.0,17.0,34.0,True
Hard,M,L,185.0,34.4,R,183.0,26.5,3,3.0,3.0,59.0,36.0,31.0,16.0,10.0,1.0,1.0,7.0,0.0,56.0,39.0,29.0,6.0,9.0,2.0,4.0,2.0,61.0,True
Hard,M,R,188.0,29.3,R,193.0,30.2,3,3.0,2.0,58.0,36.0,26.0,8.0,10.0,3.0,6.0,2.0,2.0,54.0,30.0,17.0,7.0,10.0,4.0,10.0,15.0,105.0,True
Hard,M,R,198.0,23.5,L,183.0,32.3,3,19.0,1.0,113.0,79.0,63.0,15.0,17.0,3.0,6.0,9.0,7.0,137.0,77.0,60.0,25.0,17.0,7.0,11.0,7.0,36.0,True
Hard,M,R,183.0,35.6,R,188.0,23.0,3,12.0,2.0,80.0,53.0,36.0,16.0,13.0,3.0,6.0,10.0,4.0,77.0,49.0,35.0,15.0,13.0,2.0,5.0,20.0,8.0,True
Hard,M,R,170.0,28.2,R,183.0,21.4,3,0.0,1.0,51.0,27.0,18.0,15.0,7.0,4.0,4.0,0.0,2.0,34.0,20.0,9.0,3.0,7.0,1.0,6.0,9.0,63.0,True
Hard,M,R,198.0,24.7,R,183.0,21.7,3,13.0,2.0,78.0,50.0,37.0,15.0,14.0,1.0,3.0,2.0,1.0,80.0,51.0,36.0,11.0,14.0,1.0,6.0,5.0,25.0,True
Hard,M,R,196.0,29.8,R,180.0,27.2,3,17.0,1.0,53.0,34.0,30.0,14.0,10.0,0.0,0.0,2.0,1.0,72.0,46.0,32.0,11.0,10.0,5.0,7.0,17.0,91.0,True
Hard,M,L,188.0,22.3,R,198.0,32.0,3,19.0,3.0,106.0,63.0,53.0,18.0,16.0,3.0,4.0,11.0,4.0,83.0,45.0,38.0,18.0,14.0,5.0,8.0,34.0,43.0,True
Hard,M,L,185.0,34.4,L,188.0,39.1,3,16.0,3.0,91.0,57.0,51.0,19.0,16.0,3.0,4.0,22.0,7.0,110.0,59.0,48.0,27.0,16.0,6.0,7.0,2.0,64.0,True
Hard,M,R,183.0,26.5,R,188.0,23.9,3,3.0,3.0,86.0,50.0,35.0,16.0,13.0,7.0,11.0,14.0,1.0,84.0,56.0,40.0,8.0,13.0,5.0,10.0,61.0,24.0,True
Hard,M,R,188.0,29.3,R,193.0,30.5,3,9.0,1.0,57.0,30.0,26.0,19.0,10.0,1.0,1.0,8.0,1.0,68.0,41.0,29.0,14.0,10.0,1.0,3.0,15.0,35.0,True
Hard,M,R,193.0,30.2,R,180.0,29.9,3,3.0,3.0,79.0,44.0,33.0,17.0,11.0,6.0,8.0,6.0,2.0,64.0,37.0,26.0,12.0,11.0,1.0,4.0,105.0,14.0,True
Hard,M,R,198.0,23.5,R,183.0,21.1,3,8.0,2.0,42.0,26.0,23.0,11.0,8.0,0.0,0.0,2.0,3.0,47.0,26.0,16.0,7.0,8.0,2.0,6.0,7.0,42.0,True
Hard,M,L,183.0,32.3,L,170.0,25.1,3,9.0,3.0,106.0,64.0,53.0,17.0,16.0,6.0,7.0,4.0,1.0,120.0,73.0,46.0,22.0,14.0,10.0,13.0,36.0,51.0,True
Hard,M,R,183.0,35.6,R,185.0,23.4,3,8.0,3.0,122.0,81.0,54.0,18.0,15.0,11.0,16.0,4.0,3.0,98.0,58.0,34.0,21.0,15.0,7.0,13.0,20.0,55.0,True
Hard,M,R,188.0,23.0,R,175.0,30.9,3,6.0,0.0,42.0,23.0,21.0,12.0,8.0,0.0,0.0,2.0,2.0,46.0,32.0,17.0,4.0,7.0,2.0,6.0,8.0,90.0,True
Hard,M,R,170.0,28.2,R,185.0,34.3,3,6.0,0.0,55.0,38.0,32.0,11.0,11.0,3.0,4.0,6.0,3.0,67.0,43.0,30.0,10.0,10.0,3.0,6.0,9.0,56.0,True
Hard,M,R,183.0,21.4,R,185.0,24.3,3,0.0,2.0,51.0,33.0,24.0,10.0,10.0,2.0,4.0,7.0,1.0,65.0,34.0,23.0,13.0,10.0,2.0,6.0,63.0,180.0,True
Hard,M,R,183.0,21.7,R,191.0,25.4,3,2.0,1.0,50.0,33.0,27.0,13.0,10.0,0.0,0.0,4.0,2.0,74.0,44.0,28.0,14.0,11.0,2.0,5.0,25.0,32.0,True
Hard,M,R,198.0,24.7,R,203.0,34.4,3,7.0,0.0,34.0,25.0,23.0,6.0,6.0,1.0,1.0,3.0,1.0,44.0,32.0,23.0,7.0,6.0,5.0,5.0,5.0,86.0,True
Hard,M,R,180.0,27.2,R,196.0,24.5,3,8.0,3.0,137.0,78.0,59.0,30.0,18.0,7.0,8.0,14.0,6.0,118.0,65.0,56.0,26.0,18.0,2.0,4.0,91.0,10.0,True
Hard,M,R,196.0,29.8,R,188.0,29.6,3,11.0,4.0,53.0,35.0,31.0,10.0,10.0,1.0,1.0,1.0,3.0,67.0,38.0,25.0,16.0,10.0,4.0,6.0,17.0,85.0,True
Hard,M,L,188.0,22.3,R,193.0,22.2,3,10.0,6.0,136.0,83.0,62.0,28.0,18.0,7.0,9.0,19.0,2.0,120.0,85.0,64.0,19.0,18.0,7.0,9.0,34.0,6.0,True
Hard,M,L,188.0,39.1,R,185.0,28.6,3,21.0,4.0,62.0,34.0,34.0,14.0,10.0,1.0,2.0,5.0,3.0,63.0,36.0,25.0,13.0,9.0,1.0,4.0,64.0,30.0,True
Hard,M,R,183.0,26.5,L,190.0,30.0,3,5.0,1.0,45.0,30.0,23.0,11.0,8.0,1.0,1.0,1.0,2.0,61.0,38.0,24.0,8.0,9.0,4.0,8.0,61.0,78.0,True
Hard,M,R,188.0,23.9,R,188.0,28.7,3,5.0,1.0,64.0,48.0,35.0,9.0,10.0,3.0,4.0,1.0,1.0,61.0,32.0,22.0,12.0,9.0,3.0,6.0,24.0,52.0,True
Hard,M,R,188.0,29.3,L,173.0,20.1,3,6.0,1.0,60.0,43.0,30.0,7.0,9.0,1.0,2.0,2.0,2.0,50.0,32.0,20.0,5.0,8.0,9.0,13.0,15.0,161.0,True
Hard,M,R,193.0,30.5,R,185.0,28.6,3,14.0,1.0,63.0,38.0,28.0,9.0,9.0,6.0,8.0,5.0,8.0,73.0,37.0,20.0,15.0,9.0,13.0,18.0,35.0,39.0,True
Hard,M,R,193.0,30.2,R,185.0,28.0,3,9.0,5.0,57.0,29.0,26.0,17.0,10.0,1.0,2.0,7.0,3.0,77.0,49.0,34.0,11.0,10.0,6.0,9.0,105.0,79.0,True
Hard,M,R,183.0,21.1,R,183.0,31.3,3,5.0,1.0,51.0,27.0,22.0,13.0,9.0,2.0,3.0,8.0,1.0,57.0,42.0,25.0,6.0,9.0,3.0,7.0,42.0,38.0,True
Hard,M,L,170.0,25.1,R,180.0,34.7,3,6.0,2.0,88.0,58.0,45.0,15.0,15.0,2.0,4.0,1.0,9.0,87.0,56.0,41.0,13.0,15.0,8.0,12.0,51.0,57.0,True
Hard,M,L,183.0,32.3,R,180.0,30.3,3,5.0,0.0,54.0,34.0,29.0,17.0,10.0,0.0,0.0,2.0,2.0,75.0,51.0,39.0,10.0,11.0,3.0,5.0,36.0,26.0,True
Hard,M,R,183.0,35.6,R,175.0,30.4,3,8.0,1.0,67.0,40.0,33.0,18.0,11.0,2.0,2.0,4.0,1.0,71.0,45.0,34.0,12.0,10.0,3.0,4.0,20.0,31.0,True
Hard,M,R,185.0,23.4,R,183.0,35.8,3,5.0,0.0,66.0,44.0,31.0,12.0,13.0,0.0,3.0,2.0,5.0,95.0,52.0,33.0,21.0,14.0,4.0,9.0,55.0,59.0,True
Hard,M,R,175.0,30.9,R,196.0,23.7,3,2.0,3.0,99.0,65.0,47.0,23.0,17.0,3.0,5.0,21.0,6.0,111.0,74.0,57.0,11.0,17.0,11.0,15.0,90.0,33.0,True
Hard,M,R,185.0,34.3,R,193.0,23.0,3,9.0,2.0,79.0,45.0,34.0,17.0,12.0,5.0,6.0,11.0,4.0,66.0,37.0,30.0,9.0,12.0,4.0,8.0,56.0,29.0,True
Hard,M,R,185.0,24.3,R,180.0,28.6,3,8.0,1.0,48.0,25.0,22.0,13.0,8.0,1.0,1.0,1.0,2.0,36.0,15.0,9.0,8.0,7.0,1.0,5.0,180.0,93.0,True
Hard,M,R,183.0,21.4,R,198.0,24.4,3,3.0,2.0,83.0,62.0,43.0,11.0,13.0,5.0,7.0,7.0,3.0,88.0,62.0,41.0,9.0,12.0,10.0,13.0,63.0,19.0,True
Hard,M,R,183.0,21.7,R,185.0,28.8,3,3.0,2.0,57.0,36.0,30.0,12.0,10.0,3.0,3.0,6.0,1.0,55.0,35.0,29.0,7.0,10.0,0.0,2.0,25.0,74.0,True
Hard,M,R,191.0,25.4,R,196.0,23.3,3,2.0,1.0,51.0,30.0,23.0,15.0,9.0,2.0,3.0,2.0,4.0,43.0,23.0,13.0,8.0,8.0,2.0,6.0,32.0,49.0,True
Hard,M,R,203.0,34.4,R,188.0,25.4,3,2.0,0.0,14.0,8.0,7.0,5.0,3.0,0.0,0.0,1.0,0.0,26.0,15.0,6.0,7.0,4.0,0.0,2.0,86.0,54.0,True
Hard,M,R,180.0,27.2,L,188.0,32.7,3,12.0,2.0,87.0,59.0,46.0,10.0,13.0,4.0,6.0,2.0,4.0,84.0,57.0,35.0,12.0,13.0,3.0,8.0,91.0,46.0,True
Hard,M,R,188.0,29.6,R,188.0,29.2,3,7.0,6.0,99.0,48.0,38.0,28.0,15.0,3.0,6.0,11.0,1.0,99.0,54.0,44.0,20.0,15.0,3.0,5.0,85.0,48.0,True
Hard,M,R,196.0,29.8,R,181.0,31.2,3,18.0,0.0,43.0,21.0,18.0,19.0,9.0,0.0,0.0,4.0,4.0,51.0,28.0,19.0,9.0,8.0,2.0,5.0,17.0,53.0,True
Hard,M,R,198.0,32.0,R,193.0,20.2,3,14.0,4.0,95.0,59.0,42.0,17.0,12.0,7.0,9.0,8.0,4.0,82.0,48.0,28.0,15.0,12.0,8.0,13.0,43.0,21.0,True
Hard,M,L,178.0,21.5,R,185.0,27.8,3,1.0,3.0,102.0,73.0,51.0,14.0,14.0,9.0,12.0,5.0,2.0,93.0,60.0,39.0,18.0,16.0,4.0,8.0,75.0,81.0,True
Hard,M,L,188.0,22.3,R,183.0,21.8,3,9.0,4.0,80.0,50.0,42.0,20.0,15.0,1.0,2.0,5.0,4.0,97.0,62.0,41.0,18.0,15.0,2.0,4.0,34.0,27.0,True
Hard,A,R,188.0,19.2,R,193.0,30.3,3,4.0,5.0,92.0,60.0,45.0,18.0,15.0,3.0,5.0,14.0,3.0,98.0,62.0,49.0,19.0,16.0,3.0,5.0,44.0,74.0,True
Hard,A,R,188.0,19.2,L,183.0,32.3,3,9.0,3.0,71.0,36.0,29.0,19.0,11.0,3.0,3.0,1.0,0.0,52.0,38.0,27.0,8.0,10.0,0.0,2.0,44.0,35.0,True
Hard,A,R,193.0,30.3,R,185.0,34.3,3,19.0,3.0,74.0,41.0,35.0,22.0,13.0,1.0,1.0,1.0,3.0,90.0,56.0,33.0,18.0,13.0,2.0,7.0,74.0,49.0,True
Hard,A,L,183.0,32.3,R,175.0,30.9,3,7.0,1.0,71.0,46.0,33.0,13.0,12.0,2.0,4.0,0.0,2.0,80.0,41.0,27.0,21.0,12.0,7.0,10.0,35.0,93.0,True
Hard,A,R,188.0,19.2,R,183.0,21.7,3,4.0,4.0,89.0,54.0,43.0,17.0,14.0,6.0,7.0,2.0,4.0,106.0,66.0,44.0,17.0,15.0,4.0,9.0,44.0,25.0,True
Hard,A,R,193.0,30.3,R,183.0,31.4,3,5.0,0.0,48.0,28.0,24.0,11.0,9.0,2.0,3.0,0.0,2.0,58.0,33.0,20.0,9.0,8.0,2.0,6.0,74.0,38.0,True
Hard,A,R,185.0,34.3,R,185.0,27.9,3,11.0,3.0,70.0,48.0,39.0,14.0,12.0,1.0,2.0,8.0,2.0,82.0,40.0,26.0,26.0,12.0,4.0,6.0,49.0,82.0,True
Hard,A,R,175.0,30.9,L,185.0,21.5,3,0.0,1.0,47.0,36.0,31.0,7.0,9.0,2.0,2.0,6.0,5.0,53.0,24.0,18.0,14.0,9.0,3.0,6.0,93.0,12.0,True
Hard,A,L,183.0,32.3,R,196.0,27.9,3,5.0,1.0,77.0,45.0,35.0,18.0,11.0,6.0,7.0,10.0,4.0,72.0,48.0,36.0,10.0,11.0,1.0,3.0,35.0,81.0,True
Hard,A,R,183.0,21.7,R,185.0,27.1,3,0.0,4.0,89.0,52.0,36.0,17.0,11.0,6.0,8.0,3.0,2.0,69.0,36.0,21.0,18.0,11.0,3.0,6.0,25.0,114.0,True
Hard,A,R,188.0,19.2,L,196.0,24.3,3,6.0,1.0,60.0,37.0,32.0,13.0,10.0,2.0,2.0,9.0,3.0,62.0,36.0,26.0,12.0,9.0,3.0,5.0,44.0,149.0,True
Hard,A,R,183.0,31.4,R,183.0,35.8,3,3.0,1.0,99.0,67.0,41.0,21.0,16.0,2.0,5.0,5.0,12.0,118.0,62.0,42.0,24.0,16.0,10.0,16.0,38.0,62.0,True
Hard,A,R,193.0,30.3,R,193.0,30.5,3,5.0,4.0,62.0,31.0,28.0,16.0,10.0,1.0,1.0,5.0,1.0,59.0,37.0,26.0,11.0,9.0,8.0,10.0,74.0,36.0,True
Hard,A,R,185.0,34.3,R,180.0,19.6,3,8.0,3.0,45.0,28.0,27.0,10.0,9.0,2.0,2.0,7.0,0.0,63.0,40.0,27.0,10.0,9.0,6.0,9.0,49.0,399.0,True
Hard,A,R,185.0,27.9,R,193.0,20.2,3,2.0,0.0,70.0,31.0,24.0,24.0,10.0,6.0,6.0,7.0,5.0,54.0,32.0,23.0,13.0,10.0,1.0,3.0,82.0,21.0,True
Hard,A,R,175.0,30.9,R,173.0,32.1,3,4.0,4.0,48.0,28.0,23.0,11.0,8.0,0.0,0.0,1.0,2.0,63.0,36.0,23.0,12.0,9.0,5.0,9.0,93.0,100.0,True
Hard,A,R,196.0,27.9,R,193.0,34.7,3,10.0,2.0,80.0,50.0,39.0,17.0,14.0,2.0,3.0,11.0,1.0,88.0,58.0,44.0,14.0,13.0,9.0,11.0,81.0,196.0,True
Hard,A,L,183.0,32.3,L,190.0,31.3,3,10.0,5.0,92.0,53.0,39.0,21.0,14.0,3.0,5.0,7.0,1.0,79.0,41.0,30.0,19.0,14.0,6.0,10.0,35.0,150.0,True
Hard,A,R,185.0,27.1,R,191.0,27.7,3,10.0,7.0,85.0,47.0,38.0,19.0,10.0,9.0,9.0,5.0,1.0,55.0,27.0,18.0,16.0,9.0,0.0,2.0,114.0,115.0,True
Hard,A,R,188.0,19.2,R,188.0,28.7,3,2.0,2.0,58.0,32.0,22.0,13.0,9.0,4.0,6.0,6.0,3.0,80.0,45.0,25.0,13.0,9.0,13.0,18.0,44.0,55.0,True
Hard,A,L,196.0,24.3,R,185.0,28.7,3,22.0,3.0,86.0,61.0,49.0,16.0,15.0,4.0,5.0,5.0,5.0,95.0,59.0,41.0,21.0,14.0,3.0,5.0,149.0,39.0,True
Hard,A,R,183.0,31.4,R,180.0,19.4,3,4.0,0.0,44.0,24.0,20.0,14.0,8.0,0.0,0.0,2.0,3.0,54.0,31.0,17.0,10.0,8.0,2.0,6.0,38.0,666.0,True
Hard,A,R,183.0,35.8,R,180.0,31.1,3,2.0,0.0,49.0,27.0,20.0,15.0,8.0,1.0,1.0,1.0,2.0,60.0,37.0,21.0,10.0,8.0,7.0,11.0,62.0,105.0,True
Hard,A,R,193.0,30.3,R,185.0,33.1,3,8.0,4.0,96.0,61.0,48.0,18.0,16.0,8.0,10.0,4.0,4.0,106.0,71.0,45.0,21.0,16.0,4.0,7.0,74.0,216.0,True
Hard,A,R,180.0,19.6,R,198.0,32.1,3,2.0,2.0,56.0,35.0,29.0,8.0,9.0,2.0,3.0,2.0,2.0,47.0,26.0,19.0,7.0,8.0,1.0,5.0,399.0,41.0,True
Hard,A,R,185.0,34.3,R,183.0,27.6,3,3.0,1.0,53.0,27.0,22.0,18.0,10.0,3.0,4.0,2.0,1.0,60.0,38.0,21.0,13.0,9.0,5.0,8.0,49.0,103.0,True
Hard,A,R,185.0,27.9,R,183.0,27.2,3,11.0,3.0,87.0,40.0,31.0,27.0,15.0,8.0,11.0,4.0,2.0,90.0,57.0,40.0,16.0,15.0,6.0,10.0,82.0,291.0,True
Hard,F,R,198.0,24.7,R,185.0,27.2,3,12.0,3.0,110.0,66.0,51.0,24.0,16.0,3.0,4.0,6.0,1.0,117.0,85.0,63.0,14.0,16.0,8.0,9.0,4.0,3.0,True
Hard,F,R,198.0,24.7,L,185.0,34.4,3,13.0,3.0,82.0,57.0,44.0,12.0,14.0,1.0,4.0,3.0,3.0,117.0,66.0,49.0,19.0,16.0,7.0,11.0,4.0,2.0,True
Hard,F,R,185.0,27.2,R,188.0,33.4,3,12.0,5.0,120.0,77.0,63.0,23.0,18.0,3.0,3.0,5.0,0.0,114.0,74.0,63.0,18.0,18.0,1.0,2.0,3.0,1.0,True
Hard,F,R,198.0,24.7,R,188.0,33.4,3,10.0,4.0,56.0,38.0,30.0,11.0,9.0,1.0,1.0,3.0,5.0,68.0,40.0,27.0,12.0,9.0,5.0,8.0,4.0,1.0,True
Hard,F,R,188.0,33.4,R,198.0,23.5,3,3.0,3.0,78.0,51.0,40.0,14.0,11.0,3.0,3.0,12.0,6.0,57.0,43.0,36.0,5.0,10.0,3.0,4.0,1.0,7.0,True
Hard,F,R,188.0,33.4,R,170.0,28.2,3,7.0,2.0,47.0,30.0,23.0,11.0,9.0,1.0,2.0,1.0,1.0,52.0,32.0,20.0,7.0,8.0,2.0,6.0,1.0,9.0,True
Hard,F,R,198.0,24.7,R,198.0,23.5,3,4.0,2.0,63.0,42.0,31.0,12.0,10.0,5.0,6.0,3.0,7.0,68.0,49.0,34.0,4.0,9.0,6.0,9.0,4.0,7.0,True
Hard,F,R,198.0,24.7,R,170.0,28.2,3,4.0,1.0,54.0,40.0,35.0,5.0,9.0,2.0,2.0,0.0,0.0,60.0,36.0,23.0,12.0,9.0,6.0,9.0,4.0,9.0,True
Hard,F,R,198.0,23.5,R,170.0,28.2,3,10.0,3.0,82.0,60.0,44.0,10.0,14.0,6.0,9.0,0.0,3.0,93.0,59.0,36.0,16.0,14.0,7.0,12.0,7.0,9.0,True
Hard,F,R,185.0,27.2,L,185.0,34.4,3,6.0,2.0,87.0,51.0,39.0,19.0,12.0,1.0,2.0,2.0,1.0,80.0,48.0,33.0,19.0,12.0,4.0,5.0,3.0,2.0,True
Hard,F,L,185.0,34.4,R,193.0,22.2,3,8.0,1.0,72.0,47.0,38.0,15.0,14.0,1.0,3.0,8.0,4.0,79.0,45.0,33.0,15.0,14.0,4.0,8.0,2.0,6.0,True
Hard,F,L,185.0,34.4,R,188.0,23.0,3,2.0,0.0,54.0,39.0,32.0,10.0,10.0,0.0,0.0,9.0,1.0,58.0,36.0,28.0,9.0,9.0,3.0,5.0,2.0,8.0,True
Hard,F,R,185.0,27.2,R,193.0,22.2,3,9.0,2.0,104.0,76.0,59.0,16.0,16.0,2.0,3.0,8.0,1.0,93.0,66.0,51.0,16.0,15.0,3.0,4.0,3.0,6.0,True
Hard,F,R,188.0,23.0,R,185.0,27.2,3,11.0,0.0,52.0,35.0,28.0,11.0,10.0,0.0,1.0,10.0,3.0,70.0,50.0,33.0,7.0,10.0,6.0,10.0,8.0,3.0,True
Hard,F,R,193.0,22.2,R,188.0,23.0,3,10.0,0.0,83.0,57.0,46.0,15.0,15.0,0.0,1.0,6.0,2.0,95.0,59.0,44.0,17.0,14.0,7.0,9.0,6.0,8.0,True
Clay,D,R,191.0,23.7,R,188.0,32.7,3,3.0,2.0,42.0,28.0,22.0,8.0,9.0,1.0,3.0,0.0,5.0,49.0,25.0,16.0,7.0,8.0,2.0,7.0,148.0,118.0,True
Clay,D,R,180.0,26.5,R,188.0,32.2,3,5.0,6.0,82.0,48.0,40.0,17.0,15.0,2.0,4.0,4.0,4.0,111.0,64.0,43.0,20.0,14.0,9.0,15.0,62.0,292.0,True
